name,comp,chara,main_bene,adap_ill,usage,pre_cares
威灵仙,祛风湿，通络止痛，消骨鲠。,主要用于风湿痹证、骨鲤咽喉、跌打伤痛、头痛、牙痛、胃脘痛，及痰饮、噎膈、妇女癥瘕积块、乳房肿块等。,1、对心血管系统的影响：对抗心肌缺血、降低血压。 2、对消化系统的影响：促进胆汁分泌，松弛总胆管末端括约肌，松弛回肠平滑肌，增强食管平滑肌蠕动。 3、对泌尿系统的影响：抗利尿，增加尿酸盐排泄。 4、抗病原微生物作用：对革兰阳性及阴性菌和真菌都有较强的抑制作用，并抑制疟原虫。 5、此外，威灵仙还有一定的镇痛、解热、降血糖、抗肿瘤、引产、对皮肤刺激作用等。,1、威灵仙配羌活：二药都有祛风除湿止痛之功，但威灵仙性急善走，通达经络之力较强；羌活表散风湿力强。二者相配，除风湿，通经络，止痛的效果较佳。适用于痹证，关节疼痛等，尤以上半身痹痛为多用。,['内服：煎汤，6-9g，冶骨哽咽喉可用到30g；或入丸、散；或浸酒。外用：捣敷；或煎水熏洗；或作发泡剂。'],['本品辛散走窜，气血虚弱者慎服。']
泽泻,利水渗湿，泄热，化浊降脂。,主治小便不利、水肿胀满、泄泻尿少、痰饮眩晕、热淋涩痛、高脂血症。,1、对泌尿系统的作用：泽泻有显著利尿作用且能使血压降低。 2、降血脂作用：泽泻的脂溶性部分对实验性高胆固醇血症兔有明显的降胆固醇作用和抗动脉粥样硬化作用。临床应用还发现，泽泻于降低血清总胆固醇的同时，亦降低甘油酯，提高高密度脂蛋白的含量和高密度脂蛋白胆固醇/总胆固醇的比率，可防治动脉粥样硬化。 3、此外，泽泻尚有抑制结石形成、增加冠脉流量、抗炎、抑菌、抗凝、止痉、调节免疫、降血糖作用。,1、泽泻配白术：泽泻性寒，善于泻肾经之相火，利膀胱之湿热；白术性温，善于健脾而燥湿。二药合用，攻中寓补，补中寓攻，白术健脾升清阳，泽泻利水降浊阴，共奏健脾利湿之功。适用于脾虚湿停所致的小便不利、水肿泄泻、淋浊带下等。,['内服：煎服，5-10g。或入丸、散剂。'],['肾虚滑精、无湿热者禁服。']
鱼腥草,清热解毒，消痈排脓，利尿通淋。,1、肺痈吐脓，肺热咳嗽：本品寒能泄降，辛以散结，主入肺经，以清解肺热见长，又具消痈排脓之效，故为治肺痈之要药。 2、热毒疮痈：本品辛寒，既能清热解毒，又能消痈排脓，亦为外痈疮毒常用之品。 3、湿热淋证：本品有清热除湿，利水通淋之效，善清膀胱湿热，用治小便淋沥涩痛。 4、本品又能清热止痢，还可用治湿热泻痢。,鱼腥草素对金黄色葡萄球菌、肺炎双球菌、甲型链球菌、流感杆菌、卡他球菌、伤寒杆菌以及结核杆菌等多种革兰阳性及阴性细菌，均有不同程度的抑制作用；其用乙醚提取的非挥发物，还有抗病毒作用。本品能增强白细胞吞噬能力，提高机体免疫力并有抗炎作用。所含槲皮素及钾盐能扩张肾动脉，增加肾动脉血流量，因而有较强的利尿作用。此外，还有镇痛、止血、促进组织再生和伤口愈合以及镇咳等作用。,1、鱼腥草配桑白皮：二者均入肺经，鱼腥草长于清肺热、解肺毒、消肺痈、排肺脓；桑白皮善泻肺中邪热，且有降气平喘之功。二者配用，既能清解肺中邪热郁毒、排脓消痈，又可降气平喘。适用邪热壅肺之喘咳、肺痈等。,['内服：煎服，15-25g。鲜品用量加倍，水煎或捣汁服。外用：适量，捣敷或煎汤熏洗患处。'],['本品含挥发油，不宜久煎。虚寒证及阴证疮疡忌服。']
山茱萸,补益肝肾，收敛固涩。,1、腰膝酸软，头晕耳鸣，阳痿：本品酸微温质润，其性温而不燥，补而不峻，补益肝肾，既能益精，又可助阳，为平补阴阳之要药。 2、遗精滑精，遗尿尿频：本品既能补肾益精，又能固精缩尿。 3、崩漏，月经过多：本品入于下焦，能补肝肾、固冲任以止血。 4、大汗不止，体虚欲脱：本品酸涩性温，能收敛止汗，固涩滑脱，为防止元气虚脱之要药。,1、抗病原微生物作用：山茱萸煎剂在体外能抑制金黄色葡萄球菌生长，从鲜果肉中得到的酸味液体对伤寒、痢疾杆菌有抑制作用，水浸剂在试管内对堇色毛癣菌有不同程度的抑制作用。 2、对免疫系统的影响：不同剂量山茱萸均能显著升高小鼠血清IgG的含量。并对DNCB所致的接触性皮炎表现出明显的抑制作用。 3、对物质代谢的影响：山茱萸有明显的对抗肾上腺素性高血糖的作用，能升高肝糖原。从山茱萸乙醚提取剂中分离制得的乌索酸可以明显地降低血糖和尿糖。 4、对心血管系统的影响：动物实验证明，山茱萸可使休克动物血压回升，心搏波振幅增大，具有抗休克作用。 5、对血液系统的影响：山茱萸能降低高血糖大鼠的全血比黏度。并能抑制血小板聚集。 6、此外，山茱萸尚有一定的利尿、抗炎、抗癌、抗氧化、抗衰老等作用。,1、山茱萸配牡蛎：山茱萸补益肝肾，敛汗固脱，固精缩尿；牡蛎重镇安神，平肝潜阳，收敛固涩，软坚散结，制酸止痛。山茱萸酸涩收敛，微温而不热，以涩精气，止脱汘为主；牡蛎味咸能软坚，气寒能除热，质重能潜阳，性涩能收敛。二药伍用，相互促进，收敛固涩，敛阴止汗，救亡固脱的力量增强。适用于自汗，盗汗诸证以及男子遗精、滑精，女子带下诸证。,['内服：煎汤，5-10g；或入丸、散。'],['命门火炽、素有湿热、小便淋涩者禁服。']
薤白,通阳散结，行气导滞。,胸痹心痛、脘腹痞满胀痛、泻痢里急后重等。,1、对心血管系统的影响：PGA 具有降压利尿作用；PGB 具有收缩血管作用，其活性强于PGE 和PGE 。薤白使离体兔心冠脉流量减少，然后出现心脏收缩力迅速衰减。薤白对心率有轻度抑制作用。 2、对呼吸系统的影响：薤白能明显干扰血小板的花生四烯酸代谢，抑制环氧化酶途径，阻断TXA 的合成，使得PGI 合成相对增加，TXA /PGI 比值下降，从而能解除支气管平滑肌痉挛。 3、抗血小板聚集作用：薤白挥发油中所含硫化物如MATS、薤白苷A、E、F、G以及腺苷等对ADP诱导的血小板聚集显示了强大的抑制作用。 4、降血脂、抗动脉粥样硬化作用：MATS可显著降低高脂血症大鼠血中TC和LDL-C的含量，明显降低TG的含量，升高血中HDL-C的水平，同时显著降低LPO含量。薤白提取物还能够抑制平滑肌细胞增生，减少泡沫细胞形成，具有抗动脉粥样硬化作用。 5、抗肿瘤作用：薤白的乙醇提取物对促癌物（TPA）所致HELA细胞磷脂合成有抑制作用，薤白及含有薤白的制剂同样具有抗癌作用。,1、薤白配枳实：薤白辛苦而性温，辛散苦降、温通滑利，具有通阳散结，行气止痛之功；枳实苦辛酸性温，破气消积，化痰除痞。二药配伍，相使为用，使得通阳消痞、破气导滞、化痰除浊效力增强。适用于胸痹，咳唾不舒，脘腹痞结，大便不爽或泄泻不畅。,['内服：煎汤，5-10g，鲜品30-60g；或入丸、散，亦可煮粥食。外用：捣敷；或捣汁涂。'],"['1、本品辛散行气，气虚者慎服。本品为滑利之品，无滞者不宜使用。', '2、胃弱纳呆及不耐蒜味者不宜服用。', '3、久服对胃黏膜有刺激性，易发噫气，用时应注意。']"
菟丝子,补阳益阴，固精缩尿，明目止泻。,主要用于腰膝酸痛，阳痿遗精，遗尿尿频，肝肾不足，目暗不明，脾肾阳虚，便溏泄泻，胎动不安，妊娠漏血等。,1、对消化系统的影响：水煎剂有明显保护肝损伤的活性。 2、对内分泌系统的影响：菟丝子水提物具有增加下丘脑-垂体-卵巢促黄体功能，提高垂体对LRH及卵巢对LH的反应性的作用。 3、对心率、血压的影响：菟丝子浸剂、酊剂均能增强心脏收缩力，浸剂加快心率，酊剂减慢心率；浸剂给麻醉犬静脉注射，可使其血压下降。 4、免疫调节作用：菟丝子的醇提物是一种以增强体液免疫和吞噬功能为主的免疫增强剂。 5、对血清集落刺激因子的影响：菟丝子提取液可使血清CSF水平明显提高，且有明显量效关系。 6、抗病原微生物的作用：对金黄色葡萄球菌、福氏痢疾杆菌、伤寒杆菌有抑制作用。 7、对生殖系统的影响：菟丝子有抗不育作用。其水煎剂具有提高精子运动能力和膜功能的作用。菟丝子水提物具有雌激素样作用。 8、此外，菟丝子还具有抗氧化、抗衰老、抗癌、明目等作用。,1、菟丝子配熟地黄：菟丝子长于补肾益精；熟地黄善于滋阴养血。两药配伍，可增强滋补肝肾的作用。适用于阳痿遗精、腰酸腿软、头晕耳鸣、眼花等。,['内服：煎汤，6-15g；或入丸、散。外用：炒研调敷。'],['本品虽为平补之药，但偏补阳，阴虚火旺、大便燥结、小便短赤者不宜服用。']
路路通,祛风活络，利水，通经。,1、风湿痹痛，中风半身不遂：本品“大能通十二经穴”，既能祛风湿，又能舒筋络，通经脉。 2、跌打损伤：本品能通行经脉而散瘀止痛。 3、水肿：本品味苦降泄，能通经利水消肿。 4、经行不畅，经闭：本品能疏理肝气而通经。 5、乳少，乳汁不通：本品能通经脉，下乳汁。 6、风疹瘙痒：本品能祛风止痒。,路路通对蛋清性关节炎肿胀有抑制作用；其甲醇提取物白桦脂酮酸有明显的抗肝细胞毒活性。,1、路路通配益母草：路路通主归肝经，具有疏肝理气，祛瘀通经之功；益母草苦泻辛散，主入血分，善于活血祛瘀调经，为妇科经产要药。两药配伍，能活血调经，祛瘀通滞。适用于痛经，经行不畅，经闭，产后瘀滞腹痛等。,['内服：煎服，5-9g。外用：适量。'],['虚寒血崩者勿服。月经过多禁用。孕妇忌用。']
桑寄生,祛风湿，补肝肾，强筋骨，安胎。,1、风湿痹证：本品苦能燥，甘能补，祛风湿又长于补肝肾、强筋骨，对痹证日久，伤及肝肾，腰膝酸软，筋骨无力者尤宜。 2、崩漏经多，妊娠漏血，胎动不安：本品能补肝肾，养血而固冲任，安胎。治肝肾亏虚，月经过多，崩漏，妊娠下血，胎动不安者。 3、本品尚能降血压，可用于高血压病。,桑寄生有降压作用；注射液对冠状血管有扩张作用，并能减慢心率；萹蓄苷有利尿作用；煎剂或浸剂在体外对脊髓灰质炎病毒和多种肠道病毒均有明显抑制作用，能抑制伤寒杆菌及葡萄球菌的生长；提取物对乙型肝炎病毒表面抗原有抑制活性。,1、桑寄生配秦艽：桑寄生养血润筋疗痹；秦艽祛风通络止痛。二者相配，有补益肝肾，疗痹止痛之功。适用于肝肾不足或风寒湿痹所致的腰膝筋骨疼痛等。,['内服：煎服，9-15g。'],['尚不明确。']
石膏,1、生用：清热泻火，除烦止渴。,1、温热病气分实热证：本品性味辛甘寒，性寒清热泻火，辛寒解肌透热，甘寒清胃热、除烦渴，为清泻肺胃气分实热之要药。治温热病气分实热，温病气血两燔，暑热初起，伤气耗阴或热病后期，余热未尽，气津两亏。 2、肺热喘咳证：本品辛寒入肺经，善清肺经实热，可治肺热喘咳、发热口渴者。 3、胃火牙痛、头痛，实热消渴：本品功能清泻胃火，可用治胃火上攻之牙龈肿痛，胃火头痛，治胃热上蒸、耗伤津液之消渴证。 4、溃疡不敛，湿疹瘙痒，水火烫伤，外伤出血：本品火锻外用，有敛疮生肌、收湿、止血等作用。用治溃疡不敛，湿疹瘙痒，湿疮肿痒，水火烫伤。,1、对神经系统的作用：生石膏具有中枢性解热作用，能提高外周神经的兴奋性。 2、对心血管系统的作用：小剂量有兴奋离体心脏作用，而大剂量时则有抑制作用石膏有张血管作用，还能缩短凝血时间。大剂量石膏可使血压下降。 3、对消化系统的作用：石膏可使小肠推进功能减慢，并促进大鼠和猫的胆汁排泄。 4、对运动系统的作用：石膏可提高肌肉的兴奋性。亦有报道，服用石膏，可增加钙离子血药浓度，从而通过抑制神经应激能力，减弱骨骼肌的兴奋性。 5、对免疫系统的作用：石膏能明显增强兔肺泡巨噬细胞对白色葡萄球菌死菌及胶体金的吞噬能力，并能促进吞噬细胞的成熟。 6、其他作用：石膏有抗病毒作用。,,['生石膏内服：煎服，15-60g，宜先煎。煅石膏适量外用：研末撒敷患处。'],['凡阳虚寒证，脾胃虚弱及血虚、阴虚发热者慎用。']
牡蛎,平肝潜阳，收敛固涩，软坚散结，镇惊安神。,主要用于治疗心神不安，惊悸失眠；肝阳上亢，头目眩晕；痰核，瘿瘤，瘰疬，癥瘕积聚；自汗、盗汗、遗精、滑精、遗尿、尿频、崩漏、带下等滑脱诸证；胃痛泛酸；百合病；外伤出血；疮痈肿毒，疮疡湿疹。 单纯性淋巴结炎等属肝郁痰凝，以及胃及十二指肠溃疡、急慢性胃炎等胃酸过多者。,1、提高机体细胞免疫功能：牡蛎软体部分水溶性抽提物，能够明显提高小鼠脾脏T淋巴细胞转化功能及ＮK细胞活性，牡蛎多糖可促进机体免疫功能，并具有抗白细胞下降的作用。 2、放射增敏作用：鲜活牡蛎肉提取液和鲜活牡蛎肉干粉水溶液，能明显强化丫射线杀灭癌细胞的效应，放射增敏率达34.5%-52.6%。 3、抗溃疡作用：牡蛎煅后，有效成分碳酸钙、磷酸钙、硫酸钙、镁、铝、硅等的煎出率明显增加，能够降低实验性胃溃疡动物胃液的pH值，并且能够明显抑制胃蛋白酶的活性，故煅牡蛎能够明显提高抗实验性胃溃疡的作用。 4、对心血管系统的作用：牡蛎多糖具有抗血脂，抗凝血，抗血栓的药理作用；牡蛎肉中提取的牛磺酸有降压、抗动脉粥样硬化、抗心率失常、改善心衰等药理作用。,1、牡蛎配龙骨：牡蛎敛阴潜阳，涩精，止汗，止带，化痰，软坚；龙骨平肝潜阳，镇静安神，固精敛汗涩肠，止血生肌敛疮。二药合用，龙骨益阴之中，潜上越之浮阳，牡蛎益阴之中，摄纳下陷之沉阳，相互促进，增强益阴潜阳，镇静安神，软坚散结，收涩之力。适用于肝阳上亢之头晕头痛，以及遗精滑泄，自汗盗汗等。,['内服：煎汤，15-30g，先煎；或入丸、散。外用：适量，研末干撒或调敷。'],"['1、咸寒质重，有重镇软坚之功。身体虚弱，脾胃虚寒症见少气、乏力、食少、自汗、恶寒胃冷、手足发凉者禁大量内服或单味药久服。', '2、肾气虚或肾阳虚证见面色能白、形寒肢冷、气短喘逆、尿颇而清、腰膝酸软、阳痿滑精者忌大量内服或单味药久服。', '3、有收敛固涩的作用，外感表证以及表证未解者不宜服用；便秘者忌用。', '4、内服牡蛎可能会导致过敏性腹泻，因此对牡蛎过敏者忌服。', '5、所含的碳酸钙有中和胃酸的作用，因此萎缩性胃炎患者忌单味药大量服用。', '6、含有多种矿物质，肾炎、肾功能不全者不宜大量长期服用，以免引起矿物质在体内蓄积从而加重病情。']"
黑顺片,回阳救逆，补火助阳，逐风寒湿邪。,主治亡阳虚脱，肢冷脉微，阳痿，宫冷，心腹冷痛，虚寒吐泻，阴寒水肿，阳虚外感，寒湿痹痛。,,,['先煎，久煎，3-15g。'],['本品不宜与半夏、瓜蒌、瓜萎子、瓜蒌皮、天花粉、川贝母、浙贝母、平贝母、伊贝母、湖北贝母、白蔹、白及同用。']
